

1D_2_4b	-0.96773054	4	1.3998049	-1.2556989	1.94	1	0.66464062	0.66191781	1.0000529	-0.96773054	0.10510297	0.10112794	3.8982403	1.0003159	-0.67400004	-0.85711153	-0.85928315	0.042134027	0.095814702	0.096357648	0.039465008	0.41575244	1.7646024	1.7614479	-10.280305	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96774228	4	1.4227667	-1.2306378	1.92	1	0.66490232	0.66126174	1.00007	-0.96774228	0.10515848	0.10105543	3.8981041	1.0004202	-0.67398974	-0.85685205	-0.85973868	0.04215168	0.095753878	0.096476105	0.039470437	0.41573906	1.7651003	1.7609025	-10.139936	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96775606	4	1.4454725	-1.2053006	1.9	1	0.66511373	0.66054474	1.0000869	-0.96775606	0.10521422	0.10098936	3.897962	1.0005243	-0.6739775	-0.85661148	-0.86020942	0.042169398	0.095698924	0.096599875	0.039476622	0.41572358	1.7655949	1.7603557	-9.9984231	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.9677723	4	1.4679222	-1.1796866	1.88	1	0.66527609	0.65977008	1.0001037	-0.9677723	0.10527052	0.1009304	3.8978128	1.0006284	-0.67396299	-0.85639246	-0.8606998	0.042187289	0.095650445	0.096729981	0.03948384	0.4157054	1.7660858	1.7598048	-9.8557657	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96779173	4	1.4900799	-1.1536906	1.86	1	0.66538784	0.6589127	1.0001197	-0.96779173	0.10532738	0.10088104	3.8976549	1.000732	-0.67394555	-0.85620403	-0.86121359	0.042205354	0.095610741	0.096867943	0.039492428	0.4156837	1.7665703	1.7592496	-9.7115347	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96781498	4	1.5118717	-1.1273706	1.84	1	0.6654364	0.65798804	1.0001356	-0.96781498	0.10538484	0.10084313	3.8974874	1.0008347	-0.67392472	-0.85605212	-0.86175501	0.042223607	0.09558143	0.097014571	0.039502759	0.41565768	1.7670431	1.7586912	-9.565966	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96784162	4	1.5332816	-1.1006878	1.82	1	0.66542362	0.65697673	1.0001502	-0.96784162	0.10544199	0.10081754	3.8973119	1.0009353	-0.67390066	-0.85594006	-0.86231553	0.042241758	0.09556331	0.097168334	0.039514552	0.41562787	1.7675008	1.7581371	-9.4188957	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.9678719	4	1.5543108	-1.0736417	1.8	1	0.66534648	0.65588416	1.0001641	-0.9678719	0.10549938	0.10080397	3.8971272	1.0010344	-0.6738732	-0.85586635	-0.86290059	0.042259979	0.095556121	0.097330465	0.039527953	0.41559396	1.7679463	1.7575826	-9.2703234	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96790399	4	1.5750523	-1.0462254	1.78	1	0.66521676	0.65469793	1.0001768	-0.96790399	0.10555624	0.10079809	3.8969372	1.0011324	-0.67384374	-0.85581577	-0.8634942	0.042278013	0.095556029	0.097497351	0.039541817	0.41555839	1.7683875	1.7570327	-9.1202122	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96793828	4	1.59549	-1.0184049	1.76	1	0.66502993	0.65341485	1.0001889	-0.96793828	0.10561303	0.10080053	3.89674	1.0012297	-0.67381188	-0.85578999	-0.86410247	0.042296009	0.095563606	0.097670613	0.039556383	0.41552063	1.7688264	1.7564834	-8.9684245	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96797636	4	1.6154294	-0.99014301	1.74	1	0.66476238	0.6520197	1.0001999	-0.96797636	0.10566888	0.1008184	3.896534	1.0013238	-0.67377621	-0.85581345	-0.86472903	0.042313697	0.095585236	0.09785181	0.039572459	0.41547875	1.7692459	1.7559442	-8.814802	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96801808	4	1.634873	-0.96140362	1.72	1	0.66441528	0.65050025	1.0002079	-0.96801808	0.10572354	0.10085184	3.8963196	1.0014143	-0.67373679	-0.85588645	-0.86537099	0.042330989	0.095621069	0.098040631	0.039589876	0.41543307	1.7696466	1.7554172	-8.6591943	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96806254	4	1.653837	-0.93216017	1.7	1	0.66398726	0.64884552	1.0002145	-0.96806254	0.10577666	0.1008992	3.896098	1.0015014	-0.67369413	-0.85600239	-0.8660221	0.042347767	0.095669671	0.098235919	0.039608089	0.41538469	1.7700331	1.7549045	-8.5014855	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96810866	4	1.672329	-0.90239135	1.68	1	0.66347498	0.64704229	1.0002185	-0.96810866	0.10582754	0.10095865	3.8958715	1.0015849	-0.67364896	-0.85615361	-0.86667228	0.042363802	0.095729407	0.098435658	0.039626351	0.41533513	1.7704096	1.7544114	-8.3415777	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96815586	4	1.6903386	-0.87203207	1.66	1	0.66287512	0.6450693	1.000221	-0.96815586	0.10587571	0.10103001	3.8956407	1.0016646	-0.67360149	-0.85633871	-0.86731625	0.042378936	0.095800187	0.098639229	0.039644273	0.41528511	1.7707782	1.7539413	-8.1791973	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.9682064	4	1.707581	-0.84100702	1.64	1	0.66215112	0.642897	1.0002193	-0.9682064	0.10591969	0.10112338	3.8954036	1.0017365	-0.67354977	-0.85659143	-0.86795663	0.042392699	0.095891078	0.098848578	0.039662787	0.41523233	1.7711159	1.75351	-8.0140229	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96825879	4	1.7240558	-0.80927519	1.62	1	0.66130002	0.64050499	1.0002138	-0.96825879	0.10595853	0.10123766	3.8951626	1.0017999	-0.67349444	-0.85690656	-0.8685819	0.042404785	0.096001136	0.099061645	0.03968112	0.4151783	1.7714258	1.7531249	-7.8458747	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96831086	4	1.7397618	-0.77676729	1.6	1	0.6603152	0.63785652	1.0002037	-0.96831086	0.10599041	0.10137008	3.8949226	1.0018537	-0.67343694	-0.85727208	-0.86916855	0.042414587	0.096127946	0.099273884	0.039697717	0.41512617	1.7717132	1.7528003	-7.6744456	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96836188	4	1.7545276	-0.74337583	1.58	1	0.65916803	0.63490378	1.0001862	-0.96836188	0.106013	0.10152427	3.8946864	1.0018946	-0.67337727	-0.85769747	-0.86969964	0.042421356	0.096274816	0.099482953	0.039711841	0.41507716	1.7719701	1.7525569	-7.4992686	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96841181	4	1.7681442	-0.7089999	1.56	1	0.65783136	0.63159643	1.0001656	-0.96841181	0.10602352	0.10170677	3.8944567	1.0019183	-0.67331494	-0.85820292	-0.87015773	0.042424192	0.09644769	0.099686655	0.039723085	0.41503174	1.7721801	1.7524201	-7.3199052	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96845869	4	1.7802875	-0.67352935	1.54	1	0.65626234	0.62785844	1.0001272	-0.96845869	0.10601672	0.10192636	3.8942408	1.0019164	-0.67325	-0.85881471	-0.87050396	0.042421401	0.096654482	0.099878582	0.039730227	0.41499197	1.7723163	1.7524375	-7.1358571	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96850057	4	1.7906743	-0.63687977	1.52	1	0.65443071	0.62360539	1.0000782	-0.96850057	0.10598591	0.1021911	3.8940504	1.0018792	-0.67318335	-0.85955702	-0.87068229	0.042410828	0.096902478	0.10004854	0.03973133	0.41496142	1.7723481	1.7526689	-6.9467259	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.9685418	4	1.7983319	-0.59912232	1.5	1	0.65227342	0.61873878	1.0000026	-0.9685418	0.10591824	0.10254603	3.8938968	1.0017786	-0.67310973	-0.86058716	-0.87063189	0.042388379	0.097231891	0.10018734	0.039728631	0.41493444	1.7721364	1.7532407	-6.7527498	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96859822	4	1.8015007	-0.56079559	1.48	1	0.64974352	0.61319727	0.99989739	-0.96859822	0.10579207	0.10309226	3.893792	1.0015579	-0.67301458	-0.86226957	-0.87028656	0.042347231	0.097732736	0.10028619	0.039731591	0.41488992	1.7713665	1.7543757	-6.5561159	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96871054	4	1.797248	-0.52347146	1.46	1	0.6468654	0.607082	0.99963325	-0.96871054	0.10557517	0.10403363	3.8937371	1.0011146	-0.67286406	-0.86534814	-0.86962559	0.042277329	0.098585876	0.10034737	0.039765794	0.41477269	1.7694101	1.7564285	-6.3633653	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96894103	4	1.7827813	-0.48962798	1.44	1	0.64382949	0.60076143	0.99939818	-0.96894103	0.10523999	0.1056315	3.8937052	1.0003316	-0.6726094	-0.87077085	-0.86875673	0.042170219	0.10002184	0.10039906	0.039871445	0.41449746	1.7654781	1.759738	-6.1849466	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96900487	4	1.7571961	-0.46106479	1.42	1	0.64083964	0.59470366	0.96768547	-0.96900487	0.10478745	0.10807074	3.8936259	0.99915169	-0.67220733	-0.87915423	-0.86796753	0.04202643	0.10220074	0.10050676	0.04008555	0.41398556	1.7590828	1.7643718	-6.0285986	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96892172	4	1.7227251	-0.43770434	1.4	1	0.63805032	0.58914704	0.95326756	-0.96892172	0.10424505	0.11133343	3.8934377	0.99761444	-0.67165056	-0.89032141	-0.86751046	0.041854655	0.10510031	0.1007246	0.040415804	0.41322018	1.7503713	1.7700904	-5.8941999	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96887994	4	1.6815788	-0.41852921	1.38	1	0.6354524	0.58410452	0.9426874	-0.96887994	0.10364012	0.11536622	3.8930843	0.99577473	-0.67093938	-0.90392533	-0.86759526	0.041663442	0.10866554	0.10110176	0.040860461	0.41220313	1.7396294	1.7766381	-5.777636	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96892161	4	1.6358639	-0.40248056	1.36	1	0.6330309	0.57950427	0.93391506	-0.96892161	0.10299225	0.12010612	3.8925327	0.99368061	-0.67007973	-0.91958147	-0.86833718	0.041458843	0.1128319	0.10166671	0.041412255	0.4109479	1.7271467	1.7838198	-5.6745527	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96905171	4	1.5869456	-0.38865298	1.34	1	0.63073581	0.57523298	0.92621032	-0.96905171	0.1023119	0.12552388	3.8917564	0.99135984	-0.66907347	-0.93702001	-0.86981285	0.041244038	0.11756377	0.10244241	0.042065636	0.40946388	1.7131132	1.7915287	-5.5811964	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96931898	4	1.5352439	-0.37654254	1.32	1	0.62851368	0.57122424	0.91923615	-0.96931898	0.10160261	0.13167037	3.8907108	0.98880942	-0.66790625	-0.9562273	-0.87215708	0.041020102	0.12289378	0.10346965	0.042826244	0.40773593	1.6975163	1.7997442	-5.4955197	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96972529	4	1.4812924	-0.36597098	1.3	1	0.62636516	0.56748506	0.91280915	-0.96972529	0.10086712	0.13860556	3.889351	0.9860217	-0.6665622	-0.97720339	-0.87550966	0.040787882	0.1288592	0.10478895	0.043701128	0.40574627	1.6803151	1.8084533	-5.4168429	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.97026839	4	1.4261502	-0.35656333	1.28	1	0.62429451	0.56396577	0.90676382	-0.97026839	0.10010841	0.1463252	3.8876595	0.98300763	-0.66504099	-0.99973712	-0.87990725	0.040548202	0.13543937	0.10641561	0.044685224	0.40350335	1.6616272	1.8176156	-5.3435973	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.9709486	4	1.3704286	-0.34782819	1.26	1	0.62226651	0.5605594	0.90104484	-0.9709486	0.099325959	0.15484886	3.8856115	0.9797698	-0.66333801	-1.0236817	-0.88538868	0.040300762	0.14263248	0.10837133	0.045774574	0.40101223	1.6415375	1.8272249	-5.27372	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.97179639	4	1.3141376	-0.33961813	1.24	1	0.62027201	0.55721863	0.8955862	-0.97179639	0.098515291	0.16428182	3.8831523	0.97628292	-0.6614301	-1.0491234	-0.89208751	0.040044068	0.15050525	0.11070531	0.046977699	0.39825022	1.6199436	1.8373319	-5.2066492	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.97285139	4	1.2571389	-0.33222277	1.22	1	0.61834843	0.55402852	0.89037718	-0.97285139	0.097672863	0.17479219	3.8801968	0.97250551	-0.65927869	-1.0762827	-0.90025075	0.039777013	0.1591688	0.113494	0.048313738	0.39517161	1.5966178	1.8479898	-5.1437219	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.9741422	4	1.199894	-0.32582344	1.2	1	0.61652692	0.55106641	0.88542226	-0.9741422	0.096798135	0.18646779	3.8766883	0.96842195	-0.65686349	-1.1051201	-0.91002593	0.039499352	0.16865878	0.11678625	0.049788206	0.39176058	1.5715314	1.8591901	-5.08575	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.97561826	4	1.1439317	-0.32023093	1.18	1	0.61488411	0.548318	0.8806504	-0.97561826	0.095896028	0.19918901	3.8726617	0.96407462	-0.65421242	-1.1351015	-0.92125838	0.039212383	0.17883866	0.12054525	0.05137593	0.3880703	1.5450745	1.8708029	-5.0318586	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.97723093	4	1.0903805	-0.31501357	1.16	1	0.61344623	0.54567749	0.87604977	-0.97723093	0.094969996	0.21280068	3.8681726	0.95951338	-0.65136295	-1.1656774	-0.93370943	0.038916875	0.18954853	0.12471501	0.053045802	0.38416686	1.517702	1.8826995	-4.9801147	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.97893407	4	1.0397503	-0.30981215	1.14	1	0.61222718	0.54302526	0.87158185	-0.97893407	0.094020421	0.22719275	3.8632645	0.95477137	-0.64834338	-1.1964782	-0.94717206	0.038612636	0.20067063	0.12925017	0.054773886	0.38010036	1.489755	1.894792	-4.9289195	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.98073716	4	0.99182157	-0.30460682	1.12	1	0.6112262	0.54033156	0.86726755	-0.98073716	0.093045004	0.2423858	3.8579241	0.94984506	-0.64515156	-1.2274546	-0.96163008	0.038298743	0.21219008	0.13415756	0.05655596	0.37587679	1.461313	1.9070493	-4.878194	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.98264574	4	0.9463768	-0.29964932	1.1	1	0.61048578	0.53765037	0.86309017	-0.98264574	0.092042402	0.25841988	3.852134	0.94472304	-0.64177981	-1.2586141	-0.97710543	0.037974629	0.2241025	0.13944643	0.058393129	0.3714914	1.4323868	1.9194277	-4.829045	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.9846743	4	0.90328339	-0.29525236	1.08	1	0.61001108	0.53507074	0.85907559	-0.9846743	0.091013166	0.27528807	3.8459006	0.93940567	-0.6382304	-1.2898694	-0.99357093	0.03764032	0.23636375	0.14510432	0.060281279	0.36695167	1.4030514	1.9318558	-4.7827851	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.98677138	4	0.86303418	-0.29158644	1.06	1	0.60985211	0.53265618	0.85518723	-0.98677138	0.089964565	0.29277504	3.8393383	0.93394332	-0.63455177	-1.3208052	-1.0107151	0.037297937	0.24878101	0.15102114	0.062194139	0.36231828	1.3736598	1.9441645	-4.7400304	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.98887108	4	0.82614367	-0.28860814	1.04	1	0.61002656	0.53040306	0.85140894	-0.98887108	0.088905777	0.31055744	3.8326223	0.92841012	-0.63081673	-1.3509011	-1.0280703	0.036950196	0.26110102	0.15703525	0.064094956	0.35767712	1.3446744	1.9561753	-4.7004185	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.9908092	4	0.79300956	-0.28616564	1.02	1	0.61053978	0.52828053	0.84770274	-0.9908092	0.0878475	0.32827522	3.8259499	0.92288745	-0.62710511	-1.379674	-1.0451319	0.036600389	0.27306801	0.16296894	0.065946807	0.35311638	1.316544	1.9677263	-4.6631193	R0:N6:S0:1	e569cda	2022-03-21@18:29
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-0.96771352	4	1.3290702	-1.3290703	2	1	0.6635309	0.66353093	1	-0.96771352	0.1049412	0.10140526	3.8985947	1	-0.67401247	-0.85808006	-0.85808006	0.042082602	0.096051308	0.096051308	0.039458642	0.4157683	1.7630523	1.7630523	-10.693952	R0:N6:S0:1	e569cda	2022-03-22@20:19
1D_2_4b	-0.96772418	4	1.3881428	-1.268112	1.95	1	0.66448504	0.66222222	1.0000421	-0.96772418	0.10507536	0.10117136	3.8983039	1.0002624	-0.67400326	-0.85726566	-0.8590697	0.042125255	0.095851559	0.096302587	0.039463488	0.41575635	1.7643413	1.7617209	-10.350008	R0:N6:S0:1	e569cda	2022-03-22@20:19
1D_2_4b	-0.96775492	4	1.445542	-1.2053234	1.9	1	0.66512089	0.66054715	1.0000871	-0.96775492	0.10521407	0.100986	3.8979641	1.000525	-0.67397841	-0.85659956	-0.86020202	0.042169344	0.095695919	0.096597972	0.039475966	0.41572502	1.7656016	1.760356	-9.998513	R0:N6:S0:1	e569cda	2022-03-22@20:19
1D_2_4b	-0.96780329	4	1.5010067	-1.1405438	1.85	1	0.6654177	0.65845581	1.0001277	-0.96780329	0.10535633	0.1008615	3.897571	1.0007837	-0.6739352	-0.85612643	-0.8614855	0.042214553	0.095595562	0.096941364	0.039497627	0.41567067	1.766808	1.7589684	-9.6388081	R0:N6:S0:1	e569cda	2022-03-22@20:19
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time
1D_2_4b	-0.96610513	4	1.1436589	-1.1436607	2	1	0.60937811	0.60937845	1	-0.96610513	0.1036787	0.099848587	3.9001514	0.99999999	-0.67469696	-0.84603551	-0.84603544	0.041660884	0.094712445	0.094712425	0.038059377	0.41830533	1.7731238	1.7731239	-9.8973326	R0:N6:S0:1	b236446	v1.0.0	2022-04-21@10:55
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time
1D_2_4b	-0.96591085	4	1.1524059	-1.1524067	2	1	0.6104653	0.61046028	0.99999977	-0.96591085	0.10360211	0.099340041	3.9006609	0.99999952	-0.67486309	-0.84430633	-0.84430216	0.041635616	0.094250227	0.094249373	0.037950006	0.41855365	1.7736584	1.7736627	-9.9324079	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:56
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time
1D_2_4b	-0.96591085	4	1.1524059	-1.1524067	2	1	0.61046529	0.61046028	0.99999977	-0.96591085	0.10360211	0.099340041	3.9006609	0.99999952	-0.67486309	-0.84430633	-0.84430216	0.041635616	0.094250227	0.094249373	0.037950006	0.41855365	1.7736584	1.7736627	-9.9324079	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:57
1D_2_4b	-0.96607632	4	1.1908332	-1.1005699	1.95	1	0.60944255	0.60999342	0.99995197	-0.96607632	0.10357908	0.099943724	3.9004164	0.99981994	-0.6747241	-0.84643524	-0.84510075	0.041628924	0.094791602	0.094478368	0.038044415	0.41834114	1.7723035	1.7740703	-9.6251376	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:57
1D_2_4b	-0.96610569	4	1.22968	-1.0487409	1.9	1	0.60694605	0.60962042	0.99997919	-0.96610569	0.10356291	0.10010392	3.9003113	0.99979239	-0.67468493	-0.84673254	-0.84539765	0.04162387	0.094933607	0.094580992	0.038049607	0.418316	1.7721589	1.7743109	-9.3166903	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:57
1D_2_4b	-0.96608964	4	1.2745429	-0.9846239	1.85	1	0.60510127	0.60663102	0.99999409	-0.96608964	0.10358556	0.10007838	3.9001208	0.9999004	-0.67466617	-0.84635133	-0.84573696	0.041630482	0.094919891	0.094751839	0.038021557	0.41835355	1.772994	1.7740415	-8.9580559	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:57
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time
1D_2_4b	-0.96591085	4	1.1524062	-1.1524064	2	1	0.6104634	0.61046217	0.99999994	-0.96591085	0.10360229	0.099339683	3.9006606	0.99999988	-0.67486309	-0.84430476	-0.84430373	0.041635674	0.094249905	0.094249695	0.037950006	0.41855365	1.77366	1.7736611	-9.9324067	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:57
1D_2_4b	-0.96607629	4	1.1908325	-1.1005708	1.95	1	0.6094424	0.60999338	0.99995196	-0.96607629	0.10357906	0.099943704	3.9004165	0.99981991	-0.67472411	-0.84643515	-0.84510046	0.041628916	0.094791583	0.094478302	0.038044401	0.41834117	1.7723035	1.7740705	-9.6251409	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:57
1D_2_4b	-0.96610565	4	1.2296789	-1.0487423	1.9	1	0.60694397	0.60962224	0.99997934	-0.96610565	0.10356304	0.10010356	3.9003111	0.99979268	-0.67468496	-0.84673093	-0.84539869	0.041623913	0.094933276	0.094581194	0.038049586	0.41831604	1.7721603	1.7743097	-9.316696	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:57
1D_2_4b	-0.9660872	4	1.2745587	-0.98459959	1.85	1	0.60508748	0.60661702	0.99999438	-0.9660872	0.1035848	0.10007234	3.900125	0.99990134	-0.67466792	-0.84632719	-0.84572005	0.041630224	0.094914476	0.094748075	0.038019973	0.41835687	1.7730079	1.7740463	-8.957936	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:57
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time
1D_2_4b	-0.96591085	4	1.1524059	-1.1524067	2	1	0.61046529	0.61046028	0.99999977	-0.96591085	0.10360211	0.099340041	3.9006609	0.99999952	-0.67486309	-0.84430633	-0.84430216	0.041635616	0.094250227	0.094249373	0.037950006	0.41855365	1.7736584	1.7736627	-9.9324079	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:57
1D_2_4b	-0.96607632	4	1.1908332	-1.1005699	1.95	1	0.60944255	0.60999342	0.99995197	-0.96607632	0.10357908	0.099943724	3.9004164	0.99981994	-0.6747241	-0.84643524	-0.84510075	0.041628924	0.094791602	0.094478368	0.038044415	0.41834114	1.7723035	1.7740703	-9.6251376	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:57
1D_2_4b	-0.96610569	4	1.22968	-1.0487409	1.9	1	0.60694605	0.60962042	0.99997919	-0.96610569	0.10356291	0.10010392	3.9003113	0.99979239	-0.67468493	-0.84673254	-0.84539765	0.04162387	0.094933607	0.094580992	0.038049607	0.418316	1.7721589	1.7743109	-9.3166903	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:57
1D_2_4b	-0.96608964	4	1.2745429	-0.9846239	1.85	1	0.60510127	0.60663102	0.99999409	-0.96608964	0.10358556	0.10007838	3.9001208	0.9999004	-0.67466617	-0.84635133	-0.84573696	0.041630482	0.094919891	0.094751839	0.038021557	0.41835355	1.772994	1.7740415	-8.9580559	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:57
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time
1D_2_4b	-0.96591085	4	1.1524059	-1.1524067	2	1	0.61046529	0.61046028	0.99999977	-0.96591085	0.10360211	0.099340041	3.9006609	0.99999952	-0.67486309	-0.84430633	-0.84430216	0.041635616	0.094250227	0.094249373	0.037950006	0.41855365	1.7736584	1.7736627	-9.9324079	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:58
1D_2_4b	-0.96607632	4	1.1908332	-1.1005699	1.95	1	0.60944255	0.60999342	0.99995197	-0.96607632	0.10357908	0.099943724	3.9004164	0.99981994	-0.6747241	-0.84643524	-0.84510075	0.041628924	0.094791602	0.094478368	0.038044415	0.41834114	1.7723035	1.7740703	-9.6251376	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:58
1D_2_4b	-0.96610569	4	1.22968	-1.0487409	1.9	1	0.60694605	0.60962042	0.99997919	-0.96610569	0.10356291	0.10010392	3.9003113	0.99979239	-0.67468493	-0.84673254	-0.84539765	0.04162387	0.094933607	0.094580992	0.038049607	0.418316	1.7721589	1.7743109	-9.3166903	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:58
1D_2_4b	-0.96608964	4	1.2745429	-0.9846239	1.85	1	0.60510127	0.60663102	0.99999409	-0.96608964	0.10358556	0.10007838	3.9001208	0.9999004	-0.67466617	-0.84635133	-0.84573696	0.041630482	0.094919891	0.094751839	0.038021557	0.41835355	1.772994	1.7740415	-8.9580559	R0:N6:S0:1	8d6f65b	v1.0.0	2022-04-27@13:58
